id,name,description,unit_price,stock,sku,is_available,created_at,updated_at,category
7e74a9db-bf05-4b71-9f03-68f734f8293f,Withings Smart Scale,WiFi body composition scale,899.0,60,EL-10063,True,2024-02-05 14:30:55,2024-02-05 14:30:55,electronics
67f0bc06-203b-4514-9646-5f4d690671ef,Xbox Series X,Microsoft gaming console,3799.0,35,EL-10064,True,2024-02-05 16:45:10,2024-02-05 16:45:10,electronics
586aea71-9b05-42d0-b528-54d957a3c2fc,Ecovacs Robot Mop,Intelligent floor cleaning robot,2499.0,30,EL-10065,True,2024-02-06 10:25:25,2024-02-06 10:25:25,electronics
970242a1-b920-4033-9ce3-6cc6cf5d429b,Casio G-Shock Watch,Rugged digital watch,999.0,75,EL-10066,True,2024-02-06 13:40:40,2024-02-06 13:40:40,electronics
35b660b0-ab5f-4623-8a8c-900398b5d584,Audio-Technica Turntable,Vinyl record player with Bluetooth,2299.0,25,EL-10067,True,2024-02-07 09:20:55,2024-02-07 09:20:55,electronics
be591a77-62cd-4f83-95ad-84ff56519ef4,Huawei Smart Watch,Fitness tracker with heart rate monitor,1499.0,65,EL-10068,False,2024-02-07 11:35:10,2024-02-07 11:35:10,electronics
c4483847-b162-4c03-a79e-cc4a0b30a691,MSI Gaming Laptop,High-performance gaming notebook,13999.0,20,EL-10069,True,2024-02-08 14:45:25,2024-02-08 14:45:25,electronics
176844b7-c26d-415e-a8da-78ba24c996a1,Fossil Smart Watch,Hybrid smartwatch with classic look,1699.0,55,EL-10070,True,2024-02-08 17:00:40,2024-02-08 17:00:40,electronics
597a1b8c-f704-435f-9ffc-5dd366a743e8,POCO Smartphone,Value flagship smartphone,2999.0,60,EL-10071,True,2024-02-09 10:15:55,2024-02-09 10:15:55,electronics
1024e295-aeda-400c-bd84-97be64993ca2,Sennheiser Wireless Headphones,Premium audio headphones,1999.0,50,EL-10072,True,2024-02-09 13:25:10,2024-02-09 13:25:10,electronics
607f660f-5e8a-4de8-832e-72735c605245,Yamaha Sound Bar,Home theater sound system,3499.0,30,EL-10073,True,2024-02-10 09:40:25,2024-02-10 09:40:25,electronics
9d54a209-5e19-4f15-89b1-62a57234fd91,Logitech Webcam,Full HD streaming camera,799.0,70,EL-10074,False,2024-02-10 11:55:40,2024-02-10 11:55:40,electronics
c4dd94f0-90a1-413c-af8b-a1f9d20dab14,Polar Fitness Tracker,Advanced health monitoring wearable,1799.0,45,EL-10075,False,2024-02-11 14:30:55,2024-02-11 14:30:55,electronics
5cfc6d15-f272-49b0-8050-bb9c20f2f8f1,Brother Label Maker,Portable label printing device,499.0,55,EL-10076,True,2024-02-11 16:45:10,2024-02-11 16:45:10,electronics
a20f5eed-d45b-48e9-9717-5d037feef4cd,Corsair Gaming Mouse,RGB gaming mouse with programmable buttons,599.0,85,EL-10077,True,2024-02-12 10:25:25,2024-02-12 10:25:25,electronics
0a8cfa17-ec0a-49da-a167-7c74781fd092,Samsung Tablet,Android tablet with S Pen,3999.0,0,EL-10078,True,2024-02-12 13:40:40,2024-02-12 13:40:40,electronics
bf241e2e-9465-43c9-8664-1fcff0e5bfba,JBL Portable Speaker,Waterproof Bluetooth speaker,899.0,75,EL-10079,False,2024-02-13 09:20:55,2024-02-13 09:20:55,electronics
520194f6-5962-495b-8156-69175feca823,NutriBullet Blender,Personal smoothie blender,899.0,60,EL-10080,True,2024-02-13 11:35:10,2024-02-13 11:35:10,electronics
61312aad-d60f-459f-a26f-258802903885,BenQ Projector,Home cinema projector,4499.0,20,EL-10081,True,2024-02-14 14:45:25,2024-02-14 14:45:25,electronics
28117627-5fba-4d54-b0d7-88c7267296e4,SanDisk 256GB USB Drive,High-speed flash storage,399.0,0,EL-10082,True,2024-02-14 17:00:40,2024-02-14 17:00:40,electronics
80e4831e-4a55-453d-8057-e1e1ba482cb2,Zhiyun Smartphone Gimbal,3-axis stabilizer for mobile videos,899.0,50,EL-10083,True,2024-02-15 10:15:55,2024-02-15 10:15:55,electronics
1ec0011e-8e07-4a16-9be8-fcf11d6bce33,Breville Espresso Machine,Semi-automatic coffee maker,3999.0,25,EL-10084,True,2024-02-15 13:25:10,2024-02-15 13:25:10,electronics
8ba335d6-1537-4a15-8aac-d3bf3894631f,Nextbase Dash Cam,Car video recorder with GPS,1299.0,45,EL-10085,True,2024-02-16 09:40:25,2024-02-16 09:40:25,electronics
f89efb27-a0ec-4835-8e28-00e91fd41cf5,Nespresso Coffee Machine,Capsule coffee maker,1499.0,60,EL-10086,False,2024-02-16 11:55:40,2024-02-16 11:55:40,electronics
ee73bc8e-4eba-49ba-977d-965b0fd70de6,Nikon Binoculars,10x42 waterproof binoculars,1699.0,30,EL-10087,True,2024-02-17 14:30:55,2024-02-17 14:30:55,electronics
aae23926-07a8-4770-8888-32213df4be35,Omron Blood Pressure Monitor,Digital automatic BP monitor,699.0,70,EL-10088,True,2024-02-17 16:45:10,2024-02-17 16:45:10,electronics
24c2de05-2bb8-46cd-8e16-27bb9fc362fe,Tefal Steam Iron,Ceramic soleplate iron,499.0,85,EL-10089,True,2024-02-18 10:25:25,2024-02-18 10:25:25,electronics
aef746a4-5f0c-44e0-9a6d-febb142e8c84,Oral-B Electric Toothbrush,Smart toothbrush with pressure sensor,599.0,90,EL-10090,False,2024-02-18 13:40:40,2024-02-18 13:40:40,electronics
32b1760d-2a37-4c3c-b90c-6213a3980688,TP-Link Smart Plug,WiFi-controlled power outlet,199.0,0,EL-10091,True,2024-02-19 09:20:55,2024-02-19 09:20:55,electronics
7201fb92-0e2f-4f7c-9e96-4f74f85cb3b4,ViewSonic Monitor,"27"" IPS display for work",1999.0,40,EL-10092,True,2024-02-19 11:35:10,2024-02-19 11:35:10,electronics
bf1ab0ec-4c15-4bdc-b062-21c7e6c13c4a,Roku Streaming Stick,4K media player with voice remote,499.0,75,EL-10093,True,2024-02-20 14:45:25,2024-02-20 14:45:25,electronics
a41f973d-a14f-48fd-92d2-9209e8d51122,Nanoleaf Light Panels,Smart modular lighting system,1799.0,30,EL-10094,True,2024-02-20 17:00:40,2024-02-20 17:00:40,electronics
13be5a0c-1da5-424e-8c24-63ed3939cdad,Motorola Baby Monitor,Digital video baby monitor,999.0,50,EL-10095,True,2024-02-21 10:15:55,2024-02-21 10:15:55,electronics
c4ecd9a1-42dd-45d5-ad8d-002063c2fd34,Canon Pixma Printer,All-in-one inkjet printer,899.0,60,EL-10096,True,2024-02-21 13:25:10,2024-02-21 13:25:10,electronics
99643207-61fc-412d-a63f-10aa7d8893b6,iRobot Roomba,Intelligent vacuum cleaning robot,3499.0,35,EL-10097,True,2024-02-22 09:40:25,2024-02-22 09:40:25,electronics
05982709-0a01-4f91-b3ca-84044eb3910e,3M Air Purifier,HEPA filter air cleaner,2299.0,40,EL-10098,True,2024-02-22 11:55:40,2024-02-22 11:55:40,electronics
4275b5f5-6ef3-49ba-adca-227430d957e7,QNAP NAS System,Network storage for home,3999.0,20,EL-10099,True,2024-02-23 14:30:55,2024-02-23 14:30:55,electronics
8432be72-ed70-40ef-8f1e-f44c56c23864,Instax Mini Camera,Instant photo camera,799.0,70,EL-10100,True,2024-02-23 16:45:10,2024-02-23 16:45:10,electronics
a0b2abf4-9cab-4690-a1aa-e032130f8903,Adidas Track Pants,Athletic sweatpants with stripes,399.0,0,CL-20033,True,2024-01-21 14:10:15,2024-01-21 14:10:15,clothing
f0a60de7-00ea-4e62-aebd-9c3fdbd10b60,Asics Running Shoes,Gel-cushioned performance shoes,899.0,100,CL-20034,False,2024-01-21 16:25:30,2024-01-21 16:25:30,clothing
2385a5e9-ecc1-44e6-9ada-6b59f1f4a030,Nike Windbreaker,Lightweight water-resistant jacket,599.0,0,CL-20035,True,2024-01-22 09:40:45,2024-01-22 09:40:45,clothing
703573e4-dafb-4aa1-bd57-5a3f6d17beaf,Zara Slim Fit Trousers,Modern tailored pants,399.0,120,CL-20036,True,2024-01-22 11:55:00,2024-01-22 11:55:00,clothing
4ddf26a5-fc5a-4551-a12b-70f8994e9a00,Under Armour Hoodie,Performance fleece sweatshirt,499.0,100,CL-20037,True,2024-01-23 14:10:15,2024-01-23 14:10:15,clothing
d5be3e09-f79b-44b5-9f78-bbc6fef48de5,H&M Denim Jacket,Classic jean jacket,349.0,90,CL-20038,True,2024-01-23 16:25:30,2024-01-23 16:25:30,clothing
828584d7-ab44-4d46-b1bb-89846a378441,Puma Sports Bra,Medium-support workout top,259.0,130,CL-20039,True,2024-01-24 09:40:45,2024-01-24 09:40:45,clothing
fc10dbdb-3e40-4c67-97fe-e94de188c584,Reebok Training Shorts,Breathable gym shorts,299.0,150,CL-20040,True,2024-01-24 11:55:00,2024-01-24 11:55:00,clothing
65172f3f-0267-43a9-ad7b-7757821f9fec,Uniqlo Down Jacket,Ultra light warm jacket,599.0,80,CL-20041,True,2024-01-25 14:10:15,2024-01-25 14:10:15,clothing
e7bbdb71-f7a6-4506-b6fe-dce4f9897f4e,Salomon Trail Shoes,Off-road running footwear,1099.0,60,CL-20042,True,2024-01-25 16:25:30,2024-01-25 16:25:30,clothing
bc2d6f64-6969-4610-a4c5-3537f62aeb59,Gap Sweatshirt,Logo crew neck sweatshirt,349.0,0,CL-20043,True,2024-01-26 09:40:45,2024-01-26 09:40:45,clothing
f5cea991-b976-4908-bb19-fb5f3b8d1798,Brooks Running Tights,Compression leggings,399.0,90,CL-20044,True,2024-01-26 11:55:00,2024-01-26 11:55:00,clothing
984c357a-7b5f-4724-89c1-b2019d237fca,Mizuno Baseball Cap,Adjustable sports hat,199.0,160,CL-20045,True,2024-01-27 14:10:15,2024-01-27 14:10:15,clothing
d3acd8e1-c725-4c0e-9563-99ecbf360929,The North Face Backpack,Weather-resistant day pack,799.0,70,CL-20046,True,2024-01-27 16:25:30,2024-01-27 16:25:30,clothing
20149d03-1c85-4da9-93d0-1358c95e6828,Champion Sweatpants,Elastic waist casual pants,299.0,130,CL-20047,True,2024-01-28 09:40:45,2024-01-28 09:40:45,clothing
7eb2c8c4-142e-470b-ac81-de801b928634,Columbia Rain Jacket,Waterproof outdoor coat,899.0,60,CL-20048,False,2024-01-28 11:55:00,2024-01-28 11:55:00,clothing
c0040b0b-018b-4771-9948-1001b25e512f,Hanes T-Shirt 5-Pack,Basic crew neck tees,249.0,0,CL-20049,True,2024-01-29 14:10:15,2024-01-29 14:10:15,clothing
3dc9bf16-92be-40dc-a274-abb92fd5ece7,Dr. Martens Boots,Classic leather boots,1499.0,50,CL-20050,True,2024-01-29 16:25:30,2024-01-29 16:25:30,clothing
3a374be8-add2-445d-842b-38384c6fc13a,Merrell Hiking Boots,Waterproof trail footwear,1299.0,45,CL-20051,True,2024-01-30 09:40:45,2024-01-30 09:40:45,clothing
fd6a31a8-a2f9-42e1-ba1d-8af03ebbd495,Ray-Ban Sunglasses,Classic Wayfarer design,1499.0,60,CL-20052,False,2024-01-30 11:55:00,2024-01-30 11:55:00,clothing
45a01fdb-f36a-46ec-afde-0c138132a859,Lululemon Yoga Pants,High-waisted stretchy leggings,799.0,80,CL-20053,True,2024-01-31 14:10:15,2024-01-31 14:10:15,clothing
0d57deaa-d848-4330-a27c-6a115a4b1bc3,Birkenstock Sandals,Ergonomic cork footbed sandals,699.0,70,CL-20054,True,2024-01-31 16:25:30,2024-01-31 16:25:30,clothing
f224b7c6-b3be-4ad7-8dd7-7cf841f3a847,Herschel Tote Bag,Casual canvas carry-all,399.0,90,CL-20055,True,2024-02-01 09:40:45,2024-02-01 09:40:45,clothing
32232522-0fc6-41a4-8771-ad822467689c,Ralph Lauren Polo Shirt,Classic pony logo polo,799.0,65,CL-20056,True,2024-02-01 11:55:00,2024-02-01 11:55:00,clothing
99077372-a4d3-4256-93f0-089ca1c24c75,Skechers Walking Shoes,Memory foam comfort shoes,599.0,0,CL-20057,True,2024-02-02 14:10:15,2024-02-02 14:10:15,clothing
9ff6f1df-4d69-4578-ac3d-54b4e2f992d3,Patagonia Fleece Jacket,Recycled polyester fleece,1099.0,50,CL-20058,True,2024-02-02 16:25:30,2024-02-02 16:25:30,clothing
5e336280-365f-4d75-a41c-3b1bfe9828ef,Swiss Army Backpack,Multi-compartment travel pack,699.0,65,CL-20059,True,2024-02-03 09:40:45,2024-02-03 09:40:45,clothing
76afaeae-eee8-4062-a588-636135bedd5c,GORE-TEX Hiking Jacket,High-performance outdoor shell,1899.0,40,CL-20060,True,2024-02-03 11:55:00,2024-02-03 11:55:00,clothing
96144a3f-5ea7-48f1-bb88-f4f34806182b,Canton Porcelain Set,Traditional Chinese blue and white set,799.0,45,HM-30031,True,2024-01-20 09:50:45,2024-01-20 09:50:45,home
3b33e3b1-cb31-4826-9a98-3d8b17c0a8ce,Xiaomi Smart Scale,Digital body weight scale with app,199.0,0,HM-30032,True,2024-01-20 12:05:00,2024-01-20 12:05:00,home
d9cd2d68-e019-4a27-b928-08380ec26343,Alessi Kettle,Designer stovetop kettle,1099.0,30,HM-30033,True,2024-01-21 14:20:15,2024-01-21 14:20:15,home
05ecb3f1-5632-40a8-8237-a20135c3fb10,Ergonomic Office Chair,Adjustable home office seating,1299.0,40,HM-30034,True,2024-01-21 16:35:30,2024-01-21 16:35:30,home
96815351-b699-464a-a1ea-b5dcac07cfc2,Silk Embroidered Cushion,Traditional Chinese handicraft pillow,399.0,60,HM-30035,True,2024-01-22 09:50:45,2024-01-22 09:50:45,home
9ea70acf-d5c4-44f0-9855-11049eccdde8,Joseph Joseph Kitchen Set,Space-saving utensil collection,499.0,70,HM-30036,True,2024-01-22 12:05:00,2024-01-22 12:05:00,home
3d145b1b-6c53-4de5-90eb-1599eb5b9946,LED Desk Lamp,Adjustable brightness study lamp,259.0,100,HM-30037,True,2024-01-23 14:20:15,2024-01-23 14:20:15,home
6cc0db77-6279-4b89-9ba3-1ae2e4d68bdb,HEPA Air Filter,Replacement filter for air purifiers,299.0,80,HM-30038,True,2024-01-23 16:35:30,2024-01-23 16:35:30,home
b006afc7-f1bb-4665-9b26-154bcacff610,Bamboo Cutting Board,Eco-friendly kitchen board,159.0,120,HM-30039,True,2024-01-24 09:50:45,2024-01-24 09:50:45,home
6ffa9cdd-fd04-412f-a5fa-a1a9a7b1ab77,Hong Kong Street Sign,Authentic replica street nameplate,199.0,85,HM-30040,True,2024-01-24 12:05:00,2024-01-24 12:05:00,home
9c180481-860c-4e59-9f6e-7d90a8c3dcf9,Jade Plant in Ceramic Pot,Lucky feng shui living plant,259.0,70,HM-30041,True,2024-01-25 14:20:15,2024-01-25 14:20:15,home
a3375894-7e87-4af8-954d-4b70ad1fa311,Non-Stick Wok Set,Complete Chinese cooking set,399.0,60,HM-30042,True,2024-01-25 16:35:30,2024-01-25 16:35:30,home
f73136c1-3c09-4526-8ad7-d63294bbec9a,Calligraphy Wall Scroll,Handwritten blessing character scroll,299.0,50,HM-30043,True,2024-01-26 09:50:45,2024-01-26 09:50:45,home
b6a84af2-13e8-4e19-ae8f-8b959a1fd434,IKEA Storage System,Modular home organization solution,599.0,45,HM-30044,True,2024-01-26 12:05:00,2024-01-26 12:05:00,home
81757cea-9eae-4939-ab9e-3d25d4909f26,Digital Kitchen Scale,Precise cooking measurement tool,149.0,0,HM-30045,False,2024-01-27 14:20:15,2024-01-27 14:20:15,home
9b88b516-ad44-4bf5-af2d-bc2da802ba90,Aroma Reed Diffuser,Long-lasting home fragrance,199.0,100,HM-30046,True,2024-01-27 16:35:30,2024-01-27 16:35:30,home
328f9a20-fff4-4ec1-b25e-744e491c022f,Traditional Door Chime,Lucky entrance bell with red tassel,129.0,90,HM-30047,True,2024-01-28 09:50:45,2024-01-28 09:50:45,home
7ef2c4a2-e670-4753-b8ed-e4a8cecb873f,Handmade Soap Set,Natural ingredient luxury soaps,179.0,110,HM-30048,True,2024-01-28 12:05:00,2024-01-28 12:05:00,home
8deafa4d-b2b4-4b81-a430-abd0a496a95b,Wooden Tea Tray,Chinese tea ceremony serving board,349.0,60,HM-30049,True,2024-01-29 14:20:15,2024-01-29 14:20:15,home
38cc0c04-112a-4379-9f73-75e0e56ebbaa,Silicone Baking Set,Non-stick bakeware collection,299.0,75,HM-30050,True,2024-01-29 16:35:30,2024-01-29 16:35:30,home
5bbc7306-24da-409c-99a0-e2178ecd4316,Cordless Stick Vacuum,Lightweight home cleaning tool,999.0,40,HM-30051,True,2024-01-30 09:50:45,2024-01-30 09:50:45,home
561b859c-e0ad-46e7-a2ad-f953462b318c,Kyoto Ceramic Bowl Set,Japanese-style dining bowls,399.0,65,HM-30052,True,2024-01-30 12:05:00,2024-01-30 12:05:00,home
12faf23a-1b5b-4992-bb19-3704299d3dc9,Crystal Lotus Ornament,Decorative feng shui crystal,159.0,90,HM-30053,True,2024-01-31 14:20:15,2024-01-31 14:20:15,home
9c1fbcf0-22f6-42de-a4f9-92590f741283,European Down Duvet,Premium feather comforter,1299.0,30,HM-30054,True,2024-01-31 16:35:30,2024-01-31 16:35:30,home
2ad66cce-3d0c-48c4-94e1-870c0c902341,Traditional Incense Holder,Ceramic incense stick burner,129.0,100,HM-30055,True,2024-02-01 09:50:45,2024-02-01 09:50:45,home
5d53395b-2c30-4dd8-8aee-f547bad7ccfa,Smart Kitchen Timer,Digital cooking countdown tool,89.0,0,HM-30056,False,2024-02-01 12:05:00,2024-02-01 12:05:00,home
9522bb99-f5dd-42c6-baf7-e7aeb842be77,Magnetic Spice Rack,Space-saving kitchen organization,199.0,85,HM-30057,True,2024-02-02 14:20:15,2024-02-02 14:20:15,home
fd7a3f46-be88-4eef-8ee7-3c7446fee71a,Photo Frame Set,Multiple picture frames for wall,259.0,70,HM-30058,True,2024-02-02 16:35:30,2024-02-02 16:35:30,home
5facc5e9-e6ad-414b-957d-fef2d55f70bd,Hong Kong Skyline Model,Miniature cityscape sculpture,299.0,55,HM-30059,True,2024-02-03 09:50:45,2024-02-03 09:50:45,home
225c061e-b97f-422d-93b2-07637e9c6586,Compact Food Processor,Multi-function kitchen appliance,599.0,45,HM-30060,True,2024-02-03 12:05:00,2024-02-03 12:05:00,home
5c2a006b-5a3b-48e4-8095-a3f820df14bd,Rubik's Speed Cube,Competition-grade puzzle cube,159.0,80,TY-40021,True,2024-01-15 14:20:15,2024-01-15 14:20:15,toys
f48a813e-636d-45a2-8d6f-3d3bb8356ed5,Bandai Gundam Model Kit,Plastic assembly robot model,249.0,60,TY-40022,True,2024-01-15 16:35:30,2024-01-15 16:35:30,toys
7629a5cb-d6ed-484d-9551-7406b103261e,Chess and Checkers Set,Classic board games with wooden pieces,199.0,70,TY-40023,True,2024-01-16 09:50:45,2024-01-16 09:50:45,toys
74503c5a-c4d8-488f-92ac-74650a354bc7,LEGO Technic Set,Advanced building blocks with functions,899.0,35,TY-40024,True,2024-01-16 12:05:00,2024-01-16 12:05:00,toys
fd34fd1b-7008-4630-878d-f361c3635ca5,Inflatable Swimming Pool,Family-sized backyard pool,399.0,50,TY-40025,True,2024-01-17 14:20:15,2024-01-17 14:20:15,toys
8c5f4a74-caa5-468c-a266-bb55c6986ec2,Radio Control Car,High-speed remote control vehicle,399.0,55,TY-40026,True,2024-01-17 16:35:30,2024-01-17 16:35:30,toys
5d18ac0e-d3b3-4300-bff3-c3e5c06b4e12,Puzzle Set 1000 Pieces,Hong Kong harbor jigsaw puzzle,199.0,0,TY-40027,True,2024-01-18 09:50:45,2024-01-18 09:50:45,toys
75644aa2-9726-44d0-9813-1dae174c577a,Magic: The Gathering Cards,Trading card game starter deck,189.0,75,TY-40028,True,2024-01-18 12:05:00,2024-01-18 12:05:00,toys
f8cefed6-1e34-476d-9321-bc42096ffd52,Scientific Explorer Kit,Educational science experiments set,299.0,50,TY-40029,True,2024-01-19 14:20:15,2024-01-19 14:20:15,toys
d8afd041-06de-4b0c-9675-3f0606f0aa51,Disney Stitch Plush,Soft character toy from Lilo & Stitch,199.0,90,TY-40030,False,2024-01-19 16:35:30,2024-01-19 16:35:30,toys
1673ec0c-d795-45ae-a9bd-97b5db2ec55d,Chinese Chess Set,Traditional strategy board game,159.0,70,TY-40031,True,2024-01-20 09:50:45,2024-01-20 09:50:45,toys
e8dee8dd-8a0e-4b55-aa0a-e92abeabe586,Yo-Yo Professional,Competition-grade yo-yo,129.0,80,TY-40032,True,2024-01-20 12:05:00,2024-01-20 12:05:00,toys
6877d577-32f5-4a30-85c9-e690a55484c2,Hasbro Nerf Ultra,Long-range foam dart blaster,299.0,65,TY-40033,True,2024-01-21 14:20:15,2024-01-21 14:20:15,toys
99a2d49f-6350-4170-9c60-f2c1376f18c8,Melissa & Doug Wooden Toys,Educational wooden toy set,249.0,55,TY-40034,True,2024-01-21 16:35:30,2024-01-21 16:35:30,toys
8670da84-c275-406b-87ba-7eaf01ebcaff,Bubble Machine,Automatic bubble blower for kids,149.0,90,TY-40035,True,2024-01-22 09:50:45,2024-01-22 09:50:45,toys
b9cadd5f-7a0d-4fa4-b8ee-3778b7b91b83,Mini Basketball Hoop,Door-mounted basketball set,199.0,60,TY-40036,True,2024-01-22 12:05:00,2024-01-22 12:05:00,toys
f916308b-7095-4012-8ca8-fe98dd7cdb75,Soft Building Blocks,Safe foam blocks for toddlers,159.0,75,TY-40037,True,2024-01-23 14:20:15,2024-01-23 14:20:15,toys
c3ed68ec-cd67-4cae-bdd3-aef9b7d2d209,Finger Skateboard Set,Mini skatepark with boards,99.0,110,TY-40038,False,2024-01-23 16:35:30,2024-01-23 16:35:30,toys
dbc52251-8b61-4c36-b372-82a1185d2b47,Star Wars Action Figure,Collectible character figure,199.0,65,TY-40039,True,2024-01-24 09:50:45,2024-01-24 09:50:45,toys
b5f5a20f-8626-428e-a43b-99f0d0072716,Marvel Avengers Playset,Superhero action figure collection,349.0,50,TY-40040,True,2024-01-24 12:05:00,2024-01-24 12:05:00,toys
